state	account length	area code	phone number	international plan	voice mail plan	number vmail messages	total day minutes	total day calls	total day charge	total eve minutes	total eve calls	total eve charge	total night minutes	total night calls	total night charge	total intl minutes	total intl calls	total intl charge	number customer service calls	target
45	170.0	510.0	1177	1	0	0.0	259.9	68.0	44.18	245.0	122.0	20.83	134.4	121.0	6.05	8.4	3.0	2.27	3.0	0
32	73.0	415.0	285	0	0	0.0	214.3	145.0	36.43	268.5	135.0	22.82	241.2	92.0	10.85	10.8	13.0	2.92	1.0	0
34	106.0	408.0	4974	0	0	0.0	158.7	74.0	26.98	64.3	139.0	5.47	198.5	103.0	8.93	10.2	4.0	2.75	1.0	0
3	93.0	415.0	3779	0	0	0.0	271.6	71.0	46.17	229.4	108.0	19.5	77.3	121.0	3.48	10.9	3.0	2.94	2.0	0
50	164.0	510.0	2387	0	0	0.0	160.6	111.0	27.3	163.2	126.0	13.87	187.1	112.0	8.42	9.0	3.0	2.43	1.0	0
47	51.0	408.0	588	0	0	0.0	232.4	109.0	39.51	187.4	95.0	15.93	231.2	107.0	10.4	9.1	3.0	2.46	1.0	0
5	107.0	415.0	4797	0	0	0.0	133.8	85.0	22.75	180.5	94.0	15.34	112.2	115.0	5.05	8.9	4.0	2.4	0.0	0
43	130.0	415.0	1686	0	0	0.0	176.9	109.0	30.07	90.7	104.0	7.71	238.0	69.0	10.71	9.5	2.0	2.57	1.0	0
17	80.0	408.0	2474	0	0	0.0	209.9	74.0	35.68	195.1	77.0	16.58	208.2	119.0	9.37	8.8	4.0	2.38	2.0	0
26	94.0	415.0	4228	0	0	0.0	137.5	118.0	23.38	203.2	88.0	17.27	150.0	131.0	6.75	13.4	2.0	3.62	0.0	0
36	118.0	408.0	4282	0	1	23.0	289.5	52.0	49.22	166.6	111.0	14.16	119.1	88.0	5.36	9.5	4.0	2.57	1.0	0
20	117.0	415.0	3026	0	1	23.0	198.1	86.0	33.68	177.0	86.0	15.05	180.5	92.0	8.12	6.8	6.0	1.84	1.0	0
42	78.0	415.0	257	0	0	0.0	149.7	119.0	25.45	182.2	115.0	15.49	261.5	126.0	11.77	9.7	8.0	2.62	0.0	0
43	208.0	510.0	2630	0	0	0.0	326.5	67.0	55.51	176.3	113.0	14.99	181.7	102.0	8.18	10.7	6.0	2.89	2.0	1
21	131.0	510.0	1387	1	1	26.0	292.9	101.0	49.79	199.7	97.0	16.97	255.3	127.0	11.49	13.8	7.0	3.73	4.0	1
7	63.0	408.0	3770	0	0	0.0	83.0	64.0	14.11	177.0	106.0	15.05	245.7	89.0	11.06	13.0	3.0	3.51	0.0	0
23	53.0	415.0	1627	0	1	24.0	145.7	146.0	24.77	220.5	136.0	18.74	249.9	96.0	11.25	13.1	5.0	3.54	3.0	0
8	62.0	408.0	2615	0	0	0.0	182.3	101.0	30.99	328.2	93.0	27.9	245.0	131.0	11.03	11.2	1.0	3.02	2.0	0
20	97.0	415.0	3644	0	0	0.0	218.0	86.0	37.06	184.0	94.0	15.64	240.5	110.0	10.82	6.4	8.0	1.73	3.0	0
22	105.0	510.0	2071	0	0	0.0	140.6	109.0	23.9	178.6	51.0	15.18	217.0	83.0	9.76	6.8	3.0	1.84	2.0	0
47	157.0	415.0	744	0	0	0.0	152.7	105.0	25.96	257.5	80.0	21.89	198.1	93.0	8.91	9.4	4.0	2.54	1.0	0
24	66.0	415.0	661	0	1	36.0	106.7	76.0	18.14	209.8	77.0	17.83	190.4	117.0	8.57	12.1	2.0	3.27	1.0	0
15	122.0	415.0	883	0	0	0.0	243.8	98.0	41.45	83.9	72.0	7.13	179.8	84.0	8.09	13.7	8.0	3.7	2.0	0
37	38.0	415.0	2493	0	0	0.0	194.4	94.0	33.05	186.7	95.0	15.87	223.3	90.0	10.05	10.8	5.0	2.92	3.0	0
20	106.0	510.0	4259	0	0	0.0	213.9	95.0	36.36	151.9	70.0	12.91	260.1	124.0	11.7	12.2	5.0	3.29	3.0	0
39	99.0	510.0	3059	0	0	0.0	217.2	112.0	36.92	246.7	89.0	20.97	226.1	89.0	10.17	15.8	7.0	4.27	3.0	0
18	99.0	415.0	4417	0	0	0.0	241.1	72.0	40.99	155.6	98.0	13.23	188.2	109.0	8.47	11.6	10.0	3.13	1.0	0
3	144.0	510.0	1005	1	0	0.0	203.5	100.0	34.6	247.6	103.0	21.05	194.3	94.0	8.74	11.9	11.0	3.21	0.0	0
38	82.0	415.0	303	0	1	24.0	155.2	131.0	26.38	244.5	106.0	20.78	122.4	68.0	5.51	10.7	3.0	2.89	1.0	0
3	86.0	408.0	4067	0	1	31.0	167.6	139.0	28.49	113.0	118.0	9.61	246.9	121.0	11.11	12.2	6.0	3.29	1.0	0
9	70.0	510.0	2041	1	0	0.0	226.7	98.0	38.54	228.1	115.0	19.39	73.2	93.0	3.29	17.6	4.0	4.75	2.0	1
18	93.0	415.0	553	0	0	0.0	179.3	93.0	30.48	178.6	98.0	15.18	225.2	131.0	10.13	11.5	6.0	3.11	3.0	0
9	93.0	415.0	47	0	0	0.0	151.4	89.0	25.74	186.4	76.0	15.84	172.5	120.0	7.76	10.9	3.0	2.94	0.0	0
9	120.0	415.0	2777	0	0	0.0	180.0	80.0	30.6	224.2	82.0	19.06	265.4	91.0	11.94	4.7	7.0	1.27	3.0	0
20	136.0	415.0	2458	0	0	0.0	250.2	121.0	42.53	267.1	118.0	22.7	151.0	114.0	6.8	13.0	2.0	3.51	1.0	1
1	106.0	415.0	1520	0	0	0.0	223.0	121.0	37.91	110.1	98.0	9.36	188.7	107.0	8.49	7.1	12.0	1.92	0.0	0
47	81.0	415.0	4988	0	0	0.0	183.6	116.0	31.21	152.6	98.0	12.97	212.2	99.0	9.55	12.2	6.0	3.29	3.0	0
42	127.0	408.0	451	0	1	22.0	166.0	114.0	28.22	174.5	103.0	14.83	244.9	68.0	11.02	10.2	6.0	2.75	1.0	0
25	65.0	415.0	820	0	0	0.0	136.1	112.0	23.14	272.9	96.0	23.2	220.2	104.0	9.91	4.4	2.0	1.19	1.0	0
21	35.0	408.0	941	0	0	0.0	149.3	113.0	25.38	242.2	122.0	20.59	174.3	104.0	7.84	8.9	6.0	2.4	2.0	0
36	88.0	408.0	601	0	0	0.0	65.4	97.0	11.12	168.2	76.0	14.3	236.0	113.0	10.62	13.8	1.0	3.73	2.0	0
15	65.0	415.0	3203	0	0	0.0	213.4	111.0	36.28	234.5	94.0	19.93	250.1	123.0	11.25	2.7	4.0	0.73	1.0	0
24	123.0	415.0	3935	0	0	0.0	206.9	85.0	35.17	244.7	78.0	20.8	221.5	136.0	9.97	7.7	2.0	2.08	3.0	0
12	126.0	408.0	3989	0	1	27.0	186.2	78.0	31.65	189.6	83.0	16.12	76.5	139.0	3.44	9.6	3.0	2.59	2.0	0
45	104.0	415.0	3104	0	1	23.0	280.2	136.0	47.63	220.5	92.0	18.74	136.9	102.0	6.16	13.3	3.0	3.59	4.0	0
17	45.0	415.0	2643	0	1	22.0	196.6	84.0	33.42	313.2	92.0	26.62	163.3	108.0	7.35	11.9	3.0	3.21	0.0	0
20	93.0	408.0	1734	1	0	0.0	312.0	109.0	53.04	129.4	100.0	11.0	217.6	74.0	9.79	10.5	2.0	2.84	0.0	1
35	63.0	415.0	4364	1	1	36.0	199.0	110.0	33.83	291.3	111.0	24.76	197.6	92.0	8.89	11.0	6.0	2.97	1.0	0
36	100.0	415.0	1295	0	0	0.0	203.1	96.0	34.53	217.0	126.0	18.45	180.9	122.0	8.14	13.5	2.0	3.65	3.0	0
33	53.0	415.0	14	0	0	0.0	168.8	97.0	28.7	220.3	87.0	18.73	154.3	113.0	6.94	10.9	2.0	2.94	0.0	0
13	92.0	415.0	1694	1	0	0.0	173.1	140.0	29.43	240.3	105.0	20.43	233.2	117.0	10.49	9.0	5.0	2.43	1.0	0
23	139.0	510.0	2453	0	0	0.0	134.4	106.0	22.85	211.3	98.0	17.96	193.6	125.0	8.71	10.2	2.0	2.75	5.0	1
41	110.0	408.0	1585	0	1	40.0	202.6	103.0	34.44	118.8	128.0	10.1	234.9	98.0	10.57	9.0	9.0	2.43	2.0	0
14	110.0	408.0	2037	0	0	0.0	74.5	117.0	12.67	200.8	98.0	17.07	192.2	101.0	8.65	9.8	7.0	2.65	3.0	0
50	215.0	510.0	3464	0	0	0.0	83.6	148.0	14.21	120.9	91.0	10.28	226.6	110.0	10.2	10.7	9.0	2.89	0.0	0
1	73.0	415.0	1506	0	0	0.0	192.2	86.0	32.67	168.6	116.0	14.33	139.8	87.0	6.29	9.4	6.0	2.54	1.0	0
31	138.0	510.0	3819	0	0	0.0	220.2	89.0	37.43	88.3	125.0	7.51	195.3	79.0	8.79	12.9	5.0	3.48	0.0	0
33	137.0	415.0	557	1	0	0.0	135.1	95.0	22.97	134.1	102.0	11.4	223.1	81.0	10.04	12.3	2.0	3.32	2.0	1
15	36.0	415.0	4124	0	0	0.0	253.4	77.0	43.08	182.4	151.0	15.5	275.8	103.0	12.41	8.4	2.0	2.27	1.0	0
49	85.0	408.0	474	0	0	0.0	225.0	81.0	38.25	176.9	63.0	15.04	194.3	110.0	8.74	7.1	2.0	1.92	3.0	0
45	108.0	408.0	402	0	0	0.0	198.5	99.0	33.75	267.8	60.0	22.76	354.9	75.0	15.97	9.4	3.0	2.54	0.0	1
40	22.0	408.0	188	0	0	0.0	110.3	107.0	18.75	166.5	93.0	14.15	202.3	96.0	9.1	9.5	5.0	2.57	0.0	0
39	107.0	415.0	3031	0	1	37.0	60.0	102.0	10.2	102.2	80.0	8.69	261.8	106.0	11.78	11.1	3.0	3.0	0.0	0
15	51.0	510.0	1069	0	0	0.0	214.8	94.0	36.52	149.7	58.0	12.72	283.4	66.0	12.75	10.2	5.0	2.75	0.0	0
3	94.0	408.0	1441	0	0	0.0	181.8	85.0	30.91	202.4	98.0	17.2	245.9	97.0	11.07	9.2	2.0	2.48	4.0	0
32	119.0	510.0	1128	0	1	23.0	154.0	114.0	26.18	278.0	137.0	23.63	228.4	112.0	10.28	11.8	4.0	3.19	2.0	0
37	33.0	415.0	2737	0	1	29.0	157.4	99.0	26.76	117.9	80.0	10.02	279.2	79.0	12.56	13.9	11.0	3.75	4.0	1
31	106.0	415.0	1969	0	0	0.0	207.9	91.0	35.34	172.0	109.0	14.62	191.8	143.0	8.63	14.4	7.0	3.89	4.0	0
25	82.0	408.0	955	0	0	0.0	207.0	90.0	35.19	232.9	83.0	19.8	172.4	108.0	7.76	9.1	8.0	2.46	3.0	0
22	86.0	510.0	1134	0	1	41.0	119.0	101.0	20.23	230.0	134.0	19.55	236.9	58.0	10.66	9.5	3.0	2.57	0.0	0
43	97.0	415.0	4414	1	0	0.0	143.7	117.0	24.43	273.0	82.0	23.21	178.3	81.0	8.02	10.9	3.0	2.94	0.0	0
9	106.0	408.0	2995	0	1	32.0	165.9	126.0	28.2	216.5	93.0	18.4	173.1	86.0	7.79	14.1	8.0	3.81	4.0	0
7	108.0	510.0	2594	0	0	0.0	138.6	122.0	23.56	172.3	117.0	14.65	231.6	92.0	10.42	9.8	3.0	2.65	1.0	0
43	114.0	415.0	763	0	0	0.0	84.7	118.0	14.4	249.9	86.0	21.24	193.4	95.0	8.7	14.5	8.0	3.92	1.0	0
16	92.0	408.0	3065	1	0	0.0	62.6	111.0	10.64	180.6	126.0	15.35	221.7	80.0	9.98	10.4	2.0	2.81	1.0	1
44	59.0	510.0	4516	0	0	0.0	155.2	79.0	26.38	235.3	123.0	20.0	169.4	80.0	7.62	8.7	4.0	2.35	1.0	0
23	24.0	510.0	3597	0	1	25.0	164.9	110.0	28.03	209.3	105.0	17.79	231.2	55.0	10.4	6.7	9.0	1.81	1.0	0
14	151.0	408.0	348	0	0	0.0	134.5	88.0	22.87	143.1	112.0	12.16	223.9	61.0	10.08	15.4	1.0	4.16	1.0	0
32	117.0	415.0	671	0	0	0.0	143.3	103.0	24.36	211.3	108.0	17.96	185.2	96.0	8.33	11.5	3.0	3.11	1.0	0
40	78.0	510.0	2604	0	0	0.0	168.3	110.0	28.61	221.2	73.0	18.8	241.0	136.0	10.85	12.5	1.0	3.38	1.0	0
27	155.0	408.0	4738	0	0	0.0	262.4	55.0	44.61	194.6	113.0	16.54	146.5	85.0	6.59	8.3	6.0	2.24	2.0	0
49	114.0	510.0	4763	0	1	30.0	206.2	79.0	35.05	260.0	91.0	22.1	291.6	83.0	13.12	11.4	6.0	3.08	1.0	0
39	114.0	510.0	4465	0	1	28.0	225.8	94.0	38.39	193.0	117.0	16.41	232.4	100.0	10.46	8.4	9.0	2.27	4.0	0
30	119.0	408.0	4888	0	0	0.0	138.3	89.0	23.51	170.5	78.0	14.49	263.9	98.0	11.88	13.5	6.0	3.65	3.0	0
24	64.0	510.0	3208	0	1	48.0	94.4	104.0	16.05	136.2	101.0	11.58	147.4	89.0	6.63	4.5	4.0	1.22	0.0	0
19	118.0	408.0	863	1	0	0.0	160.0	123.0	27.2	175.4	96.0	14.91	184.8	99.0	8.32	9.9	3.0	2.67	2.0	0
38	101.0	415.0	4361	0	0	0.0	206.6	105.0	35.12	224.9	117.0	19.12	249.9	100.0	11.25	14.6	3.0	3.94	0.0	0
36	117.0	415.0	901	0	0	0.0	134.7	121.0	22.9	180.0	83.0	15.3	200.9	104.0	9.04	7.7	3.0	2.08	1.0	0
1	49.0	415.0	196	0	1	28.0	214.4	78.0	36.45	235.2	100.0	19.99	206.2	107.0	9.28	8.0	13.0	2.16	3.0	0
50	139.0	415.0	543	0	0	0.0	192.8	104.0	32.78	234.4	96.0	19.92	203.2	101.0	9.14	13.0	3.0	3.51	3.0	0
38	92.0	408.0	662	0	1	28.0	151.1	90.0	25.69	194.8	79.0	16.56	239.2	114.0	10.76	10.0	3.0	2.7	1.0	0
47	83.0	415.0	2186	0	0	0.0	221.4	103.0	37.64	231.8	103.0	19.7	122.5	100.0	5.51	9.8	5.0	2.65	3.0	0
11	148.0	510.0	4672	1	0	0.0	218.9	88.0	37.21	208.0	85.0	17.68	203.3	99.0	9.15	11.1	4.0	3.0	0.0	0
41	144.0	408.0	628	0	1	48.0	189.8	96.0	32.27	123.4	67.0	10.49	214.2	106.0	9.64	6.5	2.0	1.76	2.0	1
1	131.0	415.0	1799	0	1	25.0	192.7	85.0	32.76	225.9	105.0	19.2	254.2	59.0	11.44	10.9	6.0	2.94	2.0	0
46	146.0	510.0	1483	1	0	0.0	204.4	135.0	34.75	219.1	90.0	18.62	222.7	114.0	10.02	10.5	6.0	2.84	3.0	0
26	143.0	415.0	3143	0	0	0.0	172.3	97.0	29.29	174.0	108.0	14.79	188.2	119.0	8.47	13.0	4.0	3.51	2.0	0
23	81.0	415.0	2176	0	0	0.0	198.4	93.0	33.73	210.9	108.0	17.93	193.3	71.0	8.7	10.4	6.0	2.81	2.0	0
0	48.0	415.0	3244	0	1	37.0	211.7	115.0	35.99	159.9	84.0	13.59	144.1	80.0	6.48	12.2	1.0	3.29	1.0	0
22	86.0	415.0	2259	0	1	28.0	221.6	74.0	37.67	288.4	100.0	24.51	240.3	105.0	10.81	9.0	2.0	2.43	1.0	0
8	71.0	415.0	1835	0	0	0.0	197.9	108.0	33.64	181.5	109.0	15.43	281.4	56.0	12.66	6.7	5.0	1.81	3.0	0
41	145.0	408.0	4470	0	1	24.0	147.5	90.0	25.08	175.7	108.0	14.93	252.1	102.0	11.34	15.6	3.0	4.21	2.0	0
22	137.0	510.0	1512	0	0	0.0	206.4	122.0	35.09	128.0	102.0	10.88	194.5	84.0	8.75	8.8	5.0	2.38	2.0	0
16	137.0	408.0	1331	0	0	0.0	205.9	88.0	35.0	209.3	86.0	17.79	289.9	84.0	13.05	14.5	4.0	3.92	2.0	0
1	167.0	510.0	433	0	0	0.0	207.6	88.0	35.29	132.4	63.0	11.25	255.2	98.0	11.48	14.1	5.0	3.81	0.0	0
36	89.0	510.0	1323	0	0	0.0	303.9	95.0	51.66	260.9	114.0	22.18	312.1	89.0	14.04	5.3	3.0	1.43	1.0	1
6	199.0	415.0	3444	0	1	34.0	230.6	121.0	39.2	219.4	99.0	18.65	299.3	94.0	13.47	8.0	2.0	2.16	0.0	0
29	132.0	510.0	403	0	0	0.0	99.5	110.0	16.92	129.1	80.0	10.97	125.1	124.0	5.63	9.7	3.0	2.62	0.0	0
48	94.0	510.0	1497	0	0	0.0	177.1	112.0	30.11	194.0	112.0	16.49	146.7	108.0	6.6	5.9	4.0	1.59	1.0	0
6	96.0	415.0	3137	0	1	37.0	172.7	93.0	29.36	120.1	116.0	10.21	216.1	86.0	9.72	10.3	5.0	2.78	5.0	1
48	96.0	510.0	827	0	1	18.0	172.7	86.0	29.36	133.4	113.0	11.34	259.5	70.0	11.68	9.8	3.0	2.65	1.0	0
15	166.0	510.0	1203	0	0	0.0	204.2	115.0	34.71	179.9	152.0	15.29	216.8	109.0	9.76	9.5	5.0	2.57	1.0	0
7	74.0	415.0	2277	0	0	0.0	85.7	83.0	14.57	247.7	67.0	21.05	142.4	85.0	6.41	10.1	5.0	2.73	2.0	0
2	36.0	415.0	1013	0	0	0.0	157.6	117.0	26.79	184.3	58.0	15.67	240.4	99.0	10.82	11.9	1.0	3.21	0.0	0
21	113.0	415.0	3702	0	0	0.0	215.5	129.0	36.64	218.7	117.0	18.59	207.1	91.0	9.32	6.6	9.0	1.78	4.0	0
23	94.0	415.0	4487	0	0	0.0	181.5	98.0	30.86	199.9	88.0	16.99	287.7	114.0	12.95	6.6	5.0	1.78	1.0	0
20	67.0	415.0	129	0	0	0.0	171.7	80.0	29.19	110.4	81.0	9.38	195.4	111.0	8.79	11.9	4.0	3.21	2.0	0
9	127.0	415.0	4663	0	0	0.0	266.6	106.0	45.32	264.8	168.0	22.51	207.2	119.0	9.32	5.9	2.0	1.59	1.0	1
39	121.0	408.0	104	0	0	0.0	170.4	108.0	28.97	350.5	68.0	29.79	297.0	87.0	13.37	11.2	3.0	3.02	0.0	1
12	158.0	415.0	1746	0	0	0.0	158.0	106.0	26.86	292.5	114.0	24.86	241.1	89.0	10.85	9.1	4.0	2.46	1.0	0
3	136.0	510.0	4105	0	0	0.0	92.0	117.0	15.64	253.6	77.0	21.56	214.1	90.0	9.63	10.3	10.0	2.78	1.0	0
24	196.0	415.0	3416	0	0	0.0	234.0	109.0	39.78	249.5	114.0	21.21	173.1	70.0	7.79	9.1	5.0	2.46	2.0	0
46	113.0	415.0	4833	0	0	0.0	272.1	111.0	46.26	268.5	118.0	22.82	213.8	105.0	9.62	8.5	10.0	2.3	1.0	1
15	122.0	408.0	467	0	0	0.0	296.4	99.0	50.39	214.8	89.0	18.26	133.9	107.0	6.03	11.4	3.0	3.08	4.0	1
39	112.0	510.0	723	0	0	0.0	194.4	101.0	33.05	190.3	82.0	16.18	183.4	107.0	8.25	11.4	2.0	3.08	0.0	0
41	209.0	415.0	4541	0	0	0.0	227.2	128.0	38.62	258.4	92.0	21.96	183.5	74.0	8.26	8.9	4.0	2.4	3.0	0
23	62.0	415.0	2055	0	0	0.0	248.7	109.0	42.28	220.0	118.0	18.7	265.7	78.0	11.96	13.2	2.0	3.56	1.0	1
43	110.0	415.0	3785	0	1	38.0	236.3	102.0	40.17	195.9	112.0	16.65	183.5	82.0	8.26	9.7	6.0	2.62	1.0	0
45	16.0	510.0	2126	0	0	0.0	205.6	69.0	34.95	169.5	93.0	14.41	220.1	64.0	9.9	10.9	3.0	2.94	0.0	0
19	73.0	408.0	1744	0	0	0.0	94.1	136.0	16.0	280.3	122.0	23.83	205.0	77.0	9.23	9.8	4.0	2.65	0.0	0
13	128.0	408.0	1691	0	0	0.0	125.2	99.0	21.28	205.4	107.0	17.46	254.4	111.0	11.45	18.9	2.0	5.1	0.0	0
19	39.0	408.0	228	0	0	0.0	60.4	158.0	10.27	306.2	120.0	26.03	123.9	46.0	5.58	12.4	3.0	3.35	1.0	0
10	103.0	415.0	2823	0	1	28.0	121.0	105.0	20.57	270.4	100.0	22.98	160.5	76.0	7.22	7.7	4.0	2.08	2.0	0
39	119.0	415.0	82	0	1	29.0	117.8	66.0	20.03	256.8	114.0	21.83	147.6	76.0	6.64	7.6	3.0	2.05	3.0	0
13	173.0	510.0	1884	0	1	21.0	232.4	96.0	39.51	211.9	118.0	18.01	273.0	102.0	12.29	5.0	5.0	1.35	3.0	0
41	128.0	510.0	4562	1	1	32.0	223.5	81.0	38.0	188.8	74.0	16.05	154.9	101.0	6.97	9.4	2.0	2.54	2.0	1
19	86.0	510.0	158	0	0	0.0	176.3	79.0	29.97	259.2	97.0	22.03	287.4	78.0	12.93	6.2	3.0	1.67	0.0	0
50	114.0	415.0	3996	0	1	32.0	125.2	79.0	21.28	177.8	105.0	15.11	232.4	89.0	10.46	12.9	3.0	3.48	1.0	0
45	104.0	408.0	1730	0	0	0.0	138.7	107.0	23.58	256.9	113.0	21.84	234.9	74.0	10.57	10.0	3.0	2.7	0.0	0
37	148.0	415.0	3483	0	0	0.0	86.3	134.0	14.67	246.6	92.0	20.96	251.6	91.0	11.32	11.3	4.0	3.05	1.0	0
45	129.0	408.0	2936	0	0	0.0	207.0	91.0	35.19	154.9	121.0	13.17	245.1	112.0	11.03	13.4	5.0	3.62	3.0	0
21	100.0	510.0	1707	0	1	30.0	58.8	104.0	10.0	219.5	107.0	18.66	152.3	118.0	6.85	7.1	3.0	1.92	0.0	0
1	121.0	408.0	211	0	1	35.0	68.7	95.0	11.68	209.2	69.0	17.78	197.4	42.0	8.88	11.4	4.0	3.08	1.0	0
10	143.0	408.0	1685	0	1	33.0	239.2	109.0	40.66	235.5	112.0	20.02	156.3	95.0	7.03	9.5	4.0	2.57	1.0	0
12	76.0	510.0	173	0	0	0.0	198.3	130.0	33.71	217.1	86.0	18.45	188.4	96.0	8.48	12.5	3.0	3.38	0.0	0
3	158.0	510.0	1817	0	0	0.0	205.2	97.0	34.88	240.6	77.0	20.45	79.7	108.0	3.59	14.4	12.0	3.89	0.0	0
9	116.0	510.0	603	0	0	0.0	192.1	98.0	32.66	312.9	135.0	26.6	130.2	94.0	5.86	7.9	2.0	2.13	3.0	0
26	54.0	415.0	3133	0	0	0.0	272.6	83.0	46.34	248.7	74.0	21.14	197.4	111.0	8.88	9.5	2.0	2.57	1.0	1
1	86.0	415.0	2746	0	0	0.0	128.3	121.0	21.81	197.1	93.0	16.75	138.4	152.0	6.23	12.2	5.0	3.29	7.0	1
8	108.0	510.0	2002	0	0	0.0	169.6	99.0	28.83	264.1	87.0	22.45	206.3	78.0	9.28	9.3	4.0	2.51	0.0	0
26	66.0	510.0	4206	0	0	0.0	201.3	95.0	34.22	152.8	66.0	12.99	233.2	101.0	10.49	7.5	4.0	2.03	1.0	0
17	151.0	408.0	3620	0	1	17.0	214.7	97.0	36.5	138.5	90.0	11.77	169.1	44.0	7.61	8.6	4.0	2.32	1.0	0
40	99.0	510.0	3646	0	0	0.0	169.2	70.0	28.76	271.5	77.0	23.08	170.2	104.0	7.66	10.6	2.0	2.86	0.0	0
47	55.0	415.0	280	0	0	0.0	194.1	121.0	33.0	176.6	110.0	15.01	302.8	136.0	13.63	7.0	7.0	1.89	2.0	0
37	77.0	510.0	4345	0	0	0.0	233.8	104.0	39.75	266.5	94.0	22.65	212.7	104.0	9.57	7.6	3.0	2.05	2.0	0
0	78.0	408.0	472	0	0	0.0	225.1	67.0	38.27	199.2	127.0	16.93	175.5	102.0	7.9	14.6	2.0	3.94	0.0	0
10	89.0	415.0	860	0	0	0.0	213.0	63.0	36.21	176.6	71.0	15.01	262.6	126.0	11.82	9.1	1.0	2.46	1.0	1
23	101.0	415.0	1811	0	0	0.0	183.9	115.0	31.26	255.9	101.0	21.75	275.0	145.0	12.38	10.8	11.0	2.92	1.0	0
14	44.0	415.0	1202	0	1	34.0	221.8	105.0	37.71	161.7	85.0	13.74	227.7	62.0	10.25	14.0	7.0	3.78	0.0	0
15	98.0	408.0	2525	0	1	21.0	64.6	98.0	10.98	176.1	86.0	14.97	244.8	84.0	11.02	0.0	0.0	0.0	2.0	0
40	64.0	510.0	1158	0	1	37.0	154.6	92.0	26.28	83.4	103.0	7.09	165.9	99.0	7.47	13.3	3.0	3.59	1.0	0
45	141.0	415.0	320	0	0	0.0	260.2	131.0	44.23	179.2	120.0	15.23	135.0	119.0	6.08	7.2	8.0	1.94	3.0	0
48	81.0	415.0	4277	0	1	33.0	161.6	117.0	27.47	123.0	90.0	10.46	261.3	101.0	11.76	12.2	5.0	3.29	1.0	0
46	162.0	510.0	2465	0	0	0.0	220.6	117.0	37.5	155.2	121.0	13.19	186.7	89.0	8.4	10.5	11.0	2.84	1.0	0
3	83.0	415.0	3828	0	1	41.0	155.9	122.0	26.5	162.3	107.0	13.8	127.6	105.0	5.74	13.1	5.0	3.54	3.0	0
9	100.0	510.0	4920	0	0	0.0	107.0	63.0	18.19	105.7	67.0	8.98	243.1	74.0	10.94	12.8	3.0	3.46	4.0	1
0	59.0	510.0	2032	0	0	0.0	182.5	104.0	31.03	204.7	95.0	17.4	229.9	100.0	10.35	11.3	8.0	3.05	4.0	0
2	179.0	415.0	4529	1	1	38.0	220.1	78.0	37.42	234.3	71.0	19.92	237.3	85.0	10.68	10.1	4.0	2.73	4.0	0
2	79.0	408.0	4140	0	0	0.0	152.2	112.0	25.87	177.2	132.0	15.06	96.4	87.0	4.34	5.3	3.0	1.43	1.0	0
0	117.0	415.0	546	0	0	0.0	181.5	95.0	30.86	205.1	88.0	17.43	204.0	82.0	9.18	14.7	9.0	3.97	2.0	0
25	64.0	408.0	3908	1	0	0.0	236.2	77.0	40.15	218.6	85.0	18.58	194.1	97.0	8.73	13.2	2.0	3.56	2.0	1
21	31.0	415.0	2305	0	0	0.0	166.1	105.0	28.24	79.3	93.0	6.74	213.7	98.0	9.62	12.7	2.0	3.43	1.0	0
4	124.0	408.0	856	1	0	0.0	244.6	89.0	41.58	188.8	80.0	16.05	206.0	114.0	9.27	11.3	4.0	3.05	1.0	0
32	122.0	408.0	3035	0	1	23.0	134.2	85.0	22.81	227.3	132.0	19.32	122.4	96.0	5.51	8.5	2.0	2.3	2.0	0
29	37.0	408.0	3451	1	1	39.0	149.7	122.0	25.45	211.1	75.0	17.94	114.3	90.0	5.14	9.2	4.0	2.48	1.0	0
40	90.0	408.0	4220	0	1	29.0	150.1	109.0	25.52	264.7	103.0	22.5	178.4	97.0	8.03	5.8	4.0	1.57	1.0	0
5	159.0	408.0	728	1	0	0.0	257.1	53.0	43.71	312.2	127.0	26.54	183.0	82.0	8.24	8.8	6.0	2.38	1.0	1
8	148.0	415.0	1236	0	0	0.0	124.4	83.0	21.15	179.7	81.0	15.27	253.0	99.0	11.39	11.3	6.0	3.05	0.0	0
35	39.0	415.0	4972	0	1	36.0	141.7	121.0	24.09	232.3	113.0	19.75	222.1	131.0	9.99	12.0	5.0	3.24	1.0	0
25	77.0	408.0	1538	0	0	0.0	230.0	87.0	39.1	103.2	138.0	8.77	309.6	136.0	13.93	11.3	3.0	3.05	2.0	0
36	194.0	408.0	67	0	0	0.0	162.3	88.0	27.59	213.7	118.0	18.16	192.1	81.0	8.64	10.9	2.0	2.94	0.0	0
5	154.0	415.0	854	0	0	0.0	350.8	75.0	59.64	216.5	94.0	18.4	253.9	100.0	11.43	10.1	9.0	2.73	1.0	1
27	112.0	415.0	343	0	0	0.0	193.3	96.0	32.86	264.1	123.0	22.45	128.6	115.0	5.79	9.1	3.0	2.46	4.0	0
20	45.0	415.0	1170	0	0	0.0	78.2	127.0	13.29	253.4	108.0	21.54	255.0	100.0	11.48	18.0	3.0	4.86	1.0	0
16	132.0	415.0	2181	0	0	0.0	83.4	110.0	14.18	232.2	137.0	19.74	146.7	114.0	6.6	7.6	5.0	2.05	1.0	0
